geography,count,total,industryName,id
E06000012,706,68851,Real estate activities,913
E06000012,2504,68851,"Professional, scientific and technical activities",914
E06000012,3621,68851,Administrative and support service activities,915
E06000012,2842,68851,Public administration and defence; compulsory social security,916
E06000012,5731,68851,Education,917
E06000012,10533,68851,Human health and social work activities,918
E06000013,1328,76217,"Agriculture, Forestry and fishing",919
E06000013,295,76217,Mining and quarrying,920
E06000013,13248,76217,Manufacturing,921
E06000013,578,76217,"Electricity, gas, steam and air conditioning supply",922
E06000013,579,76217,"Water supply; Sewerage, Waste management and Remediation activities",923
E06000013,6345,76217,Construction,924
E06000013,13115,76217,Wholesale and retail trade; repair of motor vehicles and motorcycles,925
E06000013,5117,76217,Transport and storage,926
E06000013,3363,76217,Accommodation and food service activities,927
E06000013,1215,76217,Information and communication,928
E06000013,848,76217,Financial and insurance activities,929
E06000013,782,76217,Real estate activities,930
E06000013,2467,76217,"Professional, scientific and technical activities",931
E06000013,3432,76217,Administrative and support service activities,932
E06000013,3862,76217,Public administration and defence; compulsory social security,933
E06000013,6074,76217,Education,934
E06000013,10924,76217,Human health and social work activities,935
E06000014,563,96206,"Agriculture, Forestry and fishing",936
E06000014,58,96206,Mining and quarrying,937
E06000014,5002,96206,Manufacturing,938
E06000014,333,96206,"Electricity, gas, steam and air conditioning supply",939
E06000014,415,96206,"Water supply; Sewerage, Waste management and Remediation activities",940
E06000014,6907,96206,Construction,941
E06000014,13966,96206,Wholesale and retail trade; repair of motor vehicles and motorcycles,942
E06000014,4199,96206,Transport and storage,943
E06000014,6882,96206,Accommodation and food service activities,944
E06000014,3853,96206,Information and communication,945
E06000014,3642,96206,Financial and insurance activities,946
E06000014,1091,96206,Real estate activities,947
E06000014,6227,96206,"Professional, scientific and technical activities",948
E06000014,4244,96206,Administrative and support service activities,949
E06000014,6194,96206,Public administration and defence; compulsory social security,950
E06000014,13105,96206,Education,951
E06000014,14655,96206,Human health and social work activities,952
E07000163,1172,27139,"Agriculture, Forestry and fishing",953
E07000163,83,27139,Mining and quarrying,954
E07000163,2249,27139,Manufacturing,955
E07000163,63,27139,"Electricity, gas, steam and air conditioning supply",956
E07000163,129,27139,"Water supply; Sewerage, Waste management and Remediation activities",957
E07000163,2739,27139,Construction,958
E07000163,3654,27139,Wholesale and retail trade; repair of motor vehicles and motorcycles,959
E07000163,842,27139,Transport and storage,960
E07000163,1899,27139,Accommodation and food service activities,961
E07000163,823,27139,Information and communication,962
E07000163,1178,27139,Financial and insurance activities,963
E07000163,361,27139,Real estate activities,964
E07000163,1832,27139,"Professional, scientific and technical activities",965
E07000163,1256,27139,Administrative and support service activities,966
E07000163,1204,27139,Public administration and defence; compulsory social security,967
E07000163,2813,27139,Education,968
E07000163,3681,27139,Human health and social work activities,969
E07000164,2538,43405,"Agriculture, Forestry and fishing",970
E07000164,133,43405,Mining and quarrying,971
E07000164,3316,43405,Manufacturing,972
E07000164,194,43405,"Electricity, gas, steam and air conditioning supply",973
E07000164,262,43405,"Water supply; Sewerage, Waste management and Remediation activities",974
E07000164,3769,43405,Construction,975
E07000164,6218,43405,Wholesale and retail trade; repair of motor vehicles and motorcycles,976
E07000164,1505,43405,Transport and storage,977
E07000164,2172,43405,Accommodation and food service activities,978
E07000164,1122,43405,Information and communication,979
E07000164,832,43405,Financial and insurance activities,980
E07000164,637,43405,Real estate activities,981
E07000164,2702,43405,"Professional, scientific and technical activities",982
E07000164,1897,43405,Administrative and support service activities,983
E07000164,4563,43405,Public administration and defence; compulsory social security,984
E07000164,3758,43405,Education,985
E07000164,5784,43405,Human health and social work activities,986
E07000165,1945,79683,"Agriculture, Forestry and fishing",987
E07000165,87,79683,Mining and quarrying,988
E07000165,5066,79683,Manufacturing,989
E07000165,466,79683,"Electricity, gas, steam and air conditioning supply",990
E07000165,475,79683,"Water supply; Sewerage, Waste management and Remediation activities",991
E07000165,6243,79683,Construction,992
E07000165,12376,79683,Wholesale and retail trade; repair of motor vehicles and motorcycles,993
E07000165,2370,79683,Transport and storage,994
E07000165,4503,79683,Accommodation and food service activities,995
E07000165,3315,79683,Information and communication,996
E07000165,2905,79683,Financial and insurance activities,997
E07000165,1327,79683,Real estate activities,998
E07000165,7168,79683,"Professional, scientific and technical activities",999
E07000165,3948,79683,Administrative and support service activities,1000
E07000165,5042,79683,Public administration and defence; compulsory social security,1001
E07000165,7244,79683,Education,1002
E07000165,11267,79683,Human health and social work activities,1003
E07000166,1327,24674,"Agriculture, Forestry and fishing",1004
E07000166,83,24674,Mining and quarrying,1005
E07000166,1251,24674,Manufacturing,1006
E07000166,72,24674,"Electricity, gas, steam and air conditioning supply",1007
E07000166,158,24674,"Water supply; Sewerage, Waste management and Remediation activities",1008
E07000166,2087,24674,Construction,1009
E07000166,2975,24674,Wholesale and retail trade; repair of motor vehicles and motorcycles,1010
E07000166,763,24674,Transport and storage,1011
E07000166,1797,24674,Accommodation and food service activities,1012
E07000166,530,24674,Information and communication,1013
E07000166,315,24674,Financial and insurance activities,1014
E07000166,348,24674,Real estate activities,1015
E07000166,1081,24674,"Professional, scientific and technical activities",1016
E07000166,1133,24674,Administrative and support service activities,1017
E07000166,5126,24674,Public administration and defence; compulsory social security,1018
E07000166,1909,24674,Education,1019
E07000166,2525,24674,Human health and social work activities,1020
E07000167,1886,25961,"Agriculture, Forestry and fishing",1021
E07000167,85,25961,Mining and quarrying,1022
E07000167,2631,25961,Manufacturing,1023
E07000167,83,25961,"Electricity, gas, steam and air conditioning supply",1024
E07000167,139,25961,"Water supply; Sewerage, Waste management and Remediation activities",1025
E07000167,2289,25961,Construction,1026
E07000167,3872,25961,Wholesale and retail trade; repair of motor vehicles and motorcycles,1027
E07000167,912,25961,Transport and storage,1028
E07000167,1680,25961,Accommodation and food service activities,1029
E07000167,601,25961,Information and communication,1030
E07000167,441,25961,Financial and insurance activities,1031
E07000167,395,25961,Real estate activities,1032
E07000167,1565,25961,"Professional, scientific and technical activities",1033
E07000167,1224,25961,Administrative and support service activities,1034
E07000167,1299,25961,Public administration and defence; compulsory social security,1035
E07000167,2307,25961,Education,1036
E07000167,2967,25961,Human health and social work activities,1037
E07000168,1033,46555,"Agriculture, Forestry and fishing",1038
E07000168,329,46555,Mining and quarrying,1039
E07000168,4643,46555,Manufacturing,1040
E07000168,267,46555,"Electricity, gas, steam and air conditioning supply",1041
E07000168,217,46555,"Water supply; Sewerage, Waste management and Remediation activities",1042
E07000168,4114,46555,Construction,1043
E07000168,7366,46555,Wholesale and retail trade; repair of motor vehicles and motorcycles,1044
E07000168,1555,46555,Transport and storage,1045
E07000168,4932,46555,Accommodation and food service activities,1046
E07000168,717,46555,Information and communication,1047
E07000168,517,46555,Financial and insurance activities,1048
E07000168,695,46555,Real estate activities,1049
E07000168,1622,46555,"Professional, scientific and technical activities",1050
E07000168,2091,46555,Administrative and support service activities,1051
E07000168,2325,46555,Public administration and defence; compulsory social security,1052
E07000168,3759,46555,Education,1053
E07000168,8075,46555,Human health and social work activities,1054
E07000169,1028,46128,"Agriculture, Forestry and fishing",1055
E07000169,60,46128,Mining and quarrying,1056
E07000169,4585,46128,Manufacturing,1057
E07000169,653,46128,"Electricity, gas, steam and air conditioning supply",1058
E07000169,433,46128,"Water supply; Sewerage, Waste management and Remediation activities",1059
E07000169,4309,46128,Construction,1060
E07000169,7413,46128,Wholesale and retail trade; repair of motor vehicles and motorcycles,1061
E07000169,2459,46128,Transport and storage,1062
E07000169,1827,46128,Accommodation and food service activities,1063
E07000169,1519,46128,Information and communication,1064
E07000169,1510,46128,Financial and insurance activities,1065
E07000169,502,46128,Real estate activities,1066
E07000169,2992,46128,"Professional, scientific and technical activities",1067
E07000169,2252,46128,Administrative and support service activities,1068
E07000169,2731,46128,Public administration and defence; compulsory social security,1069
E07000169,4320,46128,Education,1070
E07000169,5660,46128,Human health and social work activities,1071
E08000016,501,111684,"Agriculture, Forestry and fishing",1072
E08000016,131,111684,Mining and quarrying,1073
E08000016,11963,111684,Manufacturing,1074
E08000016,603,111684,"Electricity, gas, steam and air conditioning supply",1075
E08000016,1084,111684,"Water supply; Sewerage, Waste management and Remediation activities",1076
E08000016,13024,111684,Construction,1077
E08000016,21681,111684,Wholesale and retail trade; repair of motor vehicles and motorcycles,1078
E08000016,6297,111684,Transport and storage,1079
E08000016,4103,111684,Accommodation and food service activities,1080
E08000016,2888,111684,Information and communication,1081
E08000016,2037,111684,Financial and insurance activities,1082
E08000016,1104,111684,Real estate activities,1083
E08000016,4102,111684,"Professional, scientific and technical activities",1084
E08000016,5176,111684,Administrative and support service activities,1085
E08000016,6467,111684,Public administration and defence; compulsory social security,1086
E08000016,9409,111684,Education,1087
E08000016,17109,111684,Human health and social work activities,1088
E08000017,800,137859,"Agriculture, Forestry and fishing",1089
E08000017,187,137859,Mining and quarrying,1090
E08000017,12396,137859,Manufacturing,1091
E08000017,878,137859,"Electricity, gas, steam and air conditioning supply",1092
E08000017,1197,137859,"Water supply; Sewerage, Waste management and Remediation activities",1093
E08000017,14655,137859,Construction,1094
E08000017,29090,137859,Wholesale and retail trade; repair of motor vehicles and motorcycles,1095
E08000017,11402,137859,Transport and storage,1096
E08000017,5721,137859,Accommodation and food service activities,1097
E08000017,3192,137859,Information and communication,1098
E08000017,2957,137859,Financial and insurance activities,1099
E08000017,1210,137859,Real estate activities,1100
E08000017,4387,137859,"Professional, scientific and technical activities",1101
E08000017,6431,137859,Administrative and support service activities,1102
E08000017,7672,137859,Public administration and defence; compulsory social security,1103
E08000017,10744,137859,Education,1104
E08000017,20210,137859,Human health and social work activities,1105
E08000018,338,117804,"Agriculture, Forestry and fishing",1106
E08000018,146,117804,Mining and quarrying,1107
E08000018,12672,117804,Manufacturing,1108
E08000018,681,117804,"Electricity, gas, steam and air conditioning supply",1109
E08000018,1266,117804,"Water supply; Sewerage, Waste management and Remediation activities",1110
E08000018,12912,117804,Construction,1111
E08000018,20010,117804,Wholesale and retail trade; repair of motor vehicles and motorcycles,1112
E08000018,7011,117804,Transport and storage,1113
E08000018,4894,117804,Accommodation and food service activities,1114
E08000018,3694,117804,Information and communication,1115
E08000018,2819,117804,Financial and insurance activities,1116
E08000018,1001,117804,Real estate activities,1117
E08000018,4313,117804,"Professional, scientific and technical activities",1118
E08000018,5654,117804,Administrative and support service activities,1119
E08000018,6856,117804,Public administration and defence; compulsory social security,1120
E08000018,11147,117804,Education,1121
E08000018,18268,117804,Human health and social work activities,1122
E08000019,459,242009,"Agriculture, Forestry and fishing",1123
E08000019,189,242009,Mining and quarrying,1124
E08000019,17290,242009,Manufacturing,1125
E08000019,875,242009,"Electricity, gas, steam and air conditioning supply",1126
E08000019,1420,242009,"Water supply; Sewerage, Waste management and Remediation activities",1127
E08000019,18755,242009,Construction,1128
E08000019,35670,242009,Wholesale and retail trade; repair of motor vehicles and motorcycles,1129
E08000019,11389,242009,Transport and storage,1130
E08000019,12079,242009,Accommodation and food service activities,1131
E08000019,9861,242009,Information and communication,1132
E08000019,6739,242009,Financial and insurance activities,1133
E08000019,2714,242009,Real estate activities,1134
E08000019,13227,242009,"Professional, scientific and technical activities",1135
E08000019,10843,242009,Administrative and support service activities,1136
E08000019,14052,242009,Public administration and defence; compulsory social security,1137
E08000019,30497,242009,Education,1138
E08000019,45900,242009,Human health and social work activities,1139
E08000032,645,221136,"Agriculture, Forestry and fishing",1140
E08000032,125,221136,Mining and quarrying,1141
E08000032,20441,221136,Manufacturing,1142
E08000032,832,221136,"Electricity, gas, steam and air conditioning supply",1143
E08000032,2016,221136,"Water supply; Sewerage, Waste management and Remediation activities",1144
E08000032,15209,221136,Construction,1145
E08000032,39036,221136,Wholesale and retail trade; repair of motor vehicles and motorcycles,1146
E08000032,13189,221136,Transport and storage,1147
E08000032,10826,221136,Accommodation and food service activities,1148
E08000032,6819,221136,Information and communication,1149
E08000032,9191,221136,Financial and insurance activities,1150
E08000032,3074,221136,Real estate activities,1151
E08000032,10742,221136,"Professional, scientific and technical activities",1152
E08000032,11245,221136,Administrative and support service activities,1153
E08000032,12475,221136,Public administration and defence; compulsory social security,1154
E08000032,23439,221136,Education,1155
E08000032,34053,221136,Human health and social work activities,1156
E08000033,363,93381,"Agriculture, Forestry and fishing",1157
E08000033,144,93381,Mining and quarrying,1158
E08000033,9139,93381,Manufacturing,1159
E08000033,343,93381,"Electricity, gas, steam and air conditioning supply",1160
E08000033,850,93381,"Water supply; Sewerage, Waste management and Remediation activities",1161
E08000033,8352,93381,Construction,1162
E08000033,14400,93381,Wholesale and retail trade; repair of motor vehicles and motorcycles,1163
E08000033,3675,93381,Transport and storage,1164
E08000033,3756,93381,Accommodation and food service activities,1165
E08000033,2996,93381,Information and communication,1166
E08000033,5850,93381,Financial and insurance activities,1167
E08000033,1365,93381,Real estate activities,1168
E08000033,4817,93381,"Professional, scientific and technical activities",1169
E08000033,3967,93381,Administrative and support service activities,1170
E08000033,5114,93381,Public administration and defence; compulsory social security,1171
E08000033,10251,93381,Education,1172
E08000033,13903,93381,Human health and social work activities,1173
E08000034,694,190090,"Agriculture, Forestry and fishing",1174
E08000034,206,190090,Mining and quarrying,1175
E08000034,22717,190090,Manufacturing,1176
E08000034,786,190090,"Electricity, gas, steam and air conditioning supply",1177
E08000034,1519,190090,"Water supply; Sewerage, Waste management and Remediation activities",1178
E08000034,15813,190090,Construction,1179
E08000034,32167,190090,Wholesale and retail trade; repair of motor vehicles and motorcycles,1180
E08000034,9438,190090,Transport and storage,1181
E08000034,8050,190090,Accommodation and food service activities,1182
E08000034,5602,190090,Information and communication,1183
E08000034,6471,190090,Financial and insurance activities,1184
E08000034,2205,190090,Real estate activities,1185
E08000034,10323,190090,"Professional, scientific and technical activities",1186
E08000034,8434,190090,Administrative and support service activities,1187
E08000034,10554,190090,Public administration and defence; compulsory social security,1188
E08000034,20321,190090,Education,1189
E08000034,27609,190090,Human health and social work activities,1190
E08000035,908,374058,"Agriculture, Forestry and fishing",1191
E08000035,262,374058,Mining and quarrying,1192
E08000035,23901,374058,Manufacturing,1193
E08000035,2600,374058,"Electricity, gas, steam and air conditioning supply",1194
E08000035,2737,374058,"Water supply; Sewerage, Waste management and Remediation activities",1195
E08000035,27964,374058,Construction,1196
E08000035,55492,374058,Wholesale and retail trade; repair of motor vehicles and motorcycles,1197
E08000035,17431,374058,Transport and storage,1198
E08000035,18732,374058,Accommodation and food service activities,1199
E08000035,17111,374058,Information and communication,1200
E08000035,17039,374058,Financial and insurance activities,1201
E08000035,5125,374058,Real estate activities,1202
E08000035,26529,374058,"Professional, scientific and technical activities",1203
E08000035,21157,374058,Administrative and support service activities,1204
E08000035,20735,374058,Public administration and defence; compulsory social security,1205
E08000035,39412,374058,Education,1206
E08000035,60051,374058,Human health and social work activities,1207
E08000036,631,164639,"Agriculture, Forestry and fishing",1208
E08000036,240,164639,Mining and quarrying,1209
E08000036,15989,164639,Manufacturing,1210
E08000036,1377,164639,"Electricity, gas, steam and air conditioning supply",1211
E08000036,1541,164639,"Water supply; Sewerage, Waste management and Remediation activities",1212
E08000036,15422,164639,Construction,1213
E08000036,33869,164639,Wholesale and retail trade; repair of motor vehicles and motorcycles,1214
E08000036,9950,164639,Transport and storage,1215
E08000036,6436,164639,Accommodation and food service activities,1216
E08000036,4368,164639,Information and communication,1217
E08000036,4776,164639,Financial and insurance activities,1218
E08000036,2306,164639,Real estate activities,1219
E08000036,6811,164639,"Professional, scientific and technical activities",1220
E08000036,7951,164639,Administrative and support service activities,1221
E08000036,9933,164639,Public administration and defence; compulsory social security,1222
E08000036,13772,164639,Education,1223
E08000036,23332,164639,Human health and social work activities,1224
E06000015,214,116208,"Agriculture, Forestry and fishing",1225
E06000015,94,116208,Mining and quarrying,1226
E06000015,14662,116208,Manufacturing,1227
E06000015,684,116208,"Electricity, gas, steam and air conditioning supply",1228
E06000015,1116,116208,"Water supply; Sewerage, Waste management and Remediation activities",1229
E06000015,8010,116208,Construction,1230
E06000015,19177,116208,Wholesale and retail trade; repair of motor vehicles and motorcycles,1231
E06000015,9121,116208,Transport and storage,1232
E06000015,5754,116208,Accommodation and food service activities,1233
E06000015,3575,116208,Information and communication,1234
E06000015,1638,116208,Financial and insurance activities,1235
E06000015,1194,116208,Real estate activities,1236
E06000015,5236,116208,"Professional, scientific and technical activities",1237
E06000015,5827,116208,Administrative and support service activities,1238
E06000015,5149,116208,Public administration and defence; compulsory social security,1239
E06000015,10865,116208,Education,1240
E06000015,19867,116208,Human health and social work activities,1241
E06000016,125,154936,"Agriculture, Forestry and fishing",1242
E06000016,82,154936,Mining and quarrying,1243
E06000016,22695,154936,Manufacturing,1244
E06000016,1555,154936,"Electricity, gas, steam and air conditioning supply",1245
E06000016,683,154936,"Water supply; Sewerage, Waste management and Remediation activities",1246
E06000016,8010,154936,Construction,1247
E06000016,31303,154936,Wholesale and retail trade; repair of motor vehicles and motorcycles,1248
E06000016,11298,154936,Transport and storage,1249
E06000016,7270,154936,Accommodation and food service activities,1250
E06000016,3885,154936,Information and communication,1251
E06000016,3626,154936,Financial and insurance activities,1252
E06000016,1221,154936,Real estate activities,1253
E06000016,5414,154936,"Professional, scientific and technical activities",1254
E06000016,8449,154936,Administrative and support service activities,1255
E06000016,6211,154936,Public administration and defence; compulsory social security,1256
E06000016,14111,154936,Education,1257
E06000016,24583,154936,Human health and social work activities,1258
E06000017,433,18785,"Agriculture, Forestry and fishing",1259
E06000017,18,18785,Mining and quarrying,1260
E06000017,1607,18785,Manufacturing,1261
E06000017,69,18785,"Electricity, gas, steam and air conditioning supply",1262
E06000017,141,18785,"Water supply; Sewerage, Waste management and Remediation activities",1263
E06000017,1407,18785,Construction,1264
E06000017,2609,18785,Wholesale and retail trade; repair of motor vehicles and motorcycles,1265
E06000017,540,18785,Transport and storage,1266
E06000017,878,18785,Accommodation and food service activities,1267
E06000017,671,18785,Information and communication,1268
E06000017,442,18785,Financial and insurance activities,1269
E06000017,284,18785,Real estate activities,1270
E06000017,1329,18785,"Professional, scientific and technical activities",1271
E06000017,871,18785,Administrative and support service activities,1272
E06000017,2232,18785,Public administration and defence; compulsory social security,1273
E06000017,2458,18785,Education,1274
E06000017,1937,18785,Human health and social work activities,1275
E06000018,142,128863,"Agriculture, Forestry and fishing",1276
E06000018,58,128863,Mining and quarrying,1277
E06000018,9202,128863,Manufacturing,1278
E06000018,1301,128863,"Electricity, gas, steam and air conditioning supply",1279
E06000018,601,128863,"Water supply; Sewerage, Waste management and Remediation activities",1280
E06000018,8346,128863,Construction,1281
E06000018,22866,128863,Wholesale and retail trade; repair of motor vehicles and motorcycles,1282
E06000018,8055,128863,Transport and storage,1283
E06000018,8392,128863,Accommodation and food service activities,1284
E06000018,4870,128863,Information and communication,1285
E06000018,2289,128863,Financial and insurance activities,1286
E06000018,1703,128863,Real estate activities,1287
E06000018,5833,128863,"Professional, scientific and technical activities",1288
E06000018,6591,128863,Administrative and support service activities,1289
E06000018,6393,128863,Public administration and defence; compulsory social security,1290
E06000018,13733,128863,Education,1291
E06000018,23419,128863,Human health and social work activities,1292
E06000061,1087,178857,"Agriculture, Forestry and fishing",1293
E06000061,83,178857,Mining and quarrying,1294
E06000061,20718,178857,Manufacturing,1295
E06000061,711,178857,"Electricity, gas, steam and air conditioning supply",1296
E06000061,1349,178857,"Water supply; Sewerage, Waste management and Remediation activities",1297
E06000061,16708,178857,Construction,1298
E06000061,37186,178857,Wholesale and retail trade; repair of motor vehicles and motorcycles,1299
E06000061,13241,178857,Transport and storage,1300
E06000061,6884,178857,Accommodation and food service activities,1301
E06000061,5223,178857,Information and communication,1302
E06000061,4142,178857,Financial and insurance activities,1303
E06000061,1909,178857,Real estate activities,1304
E06000061,8051,178857,"Professional, scientific and technical activities",1305
E06000061,9274,178857,Administrative and support service activities,1306
E06000061,7539,178857,Public administration and defence; compulsory social security,1307
E06000061,14942,178857,Education,1308
E06000061,23283,178857,Human health and social work activities,1309
E06000062,1754,215991,"Agriculture, Forestry and fishing",1310
E06000062,94,215991,Mining and quarrying,1311
E06000062,18801,215991,Manufacturing,1312
E06000062,1271,215991,"Electricity, gas, steam and air conditioning supply",1313
E06000062,1311,215991,"Water supply; Sewerage, Waste management and Remediation activities",1314
E06000062,20805,215991,Construction,1315
E06000062,39165,215991,Wholesale and retail trade; repair of motor vehicles and motorcycles,1316
E06000062,16404,215991,Transport and storage,1317
E06000062,8321,215991,Accommodation and food service activities,1318
E06000062,8118,215991,Information and communication,1319
E06000062,8723,215991,Financial and insurance activities,1320
E06000062,2505,215991,Real estate activities,1321
E06000062,11883,215991,"Professional, scientific and technical activities",1322
E06000062,11681,215991,Administrative and support service activities,1323
E06000062,9518,215991,Public administration and defence; compulsory social security,1324
E06000062,18396,215991,Education,1325
E06000062,27628,215991,Human health and social work activities,1326
E07000032,402,60168,"Agriculture, Forestry and fishing",1327
E07000032,107,60168,Mining and quarrying,1328
E07000032,8684,60168,Manufacturing,1329
E07000032,406,60168,"Electricity, gas, steam and air conditioning supply",1330
E07000032,521,60168,"Water supply; Sewerage, Waste management and Remediation activities",1331
E07000032,6578,60168,Construction,1332
E07000032,9230,60168,Wholesale and retail trade; repair of motor vehicles and motorcycles,1333
E07000032,3126,60168,Transport and storage,1334
E07000032,2400,60168,Accommodation and food service activities,1335
E07000032,1676,60168,Information and communication,1336
E07000032,781,60168,Financial and insurance activities,1337
E07000032,739,60168,Real estate activities,1338
E07000032,2965,60168,"Professional, scientific and technical activities",1339
E07000032,2630,60168,Administrative and support service activities,1340
E07000032,3717,60168,Public administration and defence; compulsory social security,1341
E07000032,5604,60168,Education,1342
E07000032,8010,60168,Human health and social work activities,1343
E07000033,209,38094,"Agriculture, Forestry and fishing",1344
E07000033,96,38094,Mining and quarrying,1345
E07000033,4568,38094,Manufacturing,1346
E07000033,205,38094,"Electricity, gas, steam and air conditioning supply",1347
E07000033,420,38094,"Water supply; Sewerage, Waste management and Remediation activities",1348
E07000033,3712,38094,Construction,1349
E07000033,7885,38094,Wholesale and retail trade; repair of motor vehicles and motorcycles,1350
E07000033,2349,38094,Transport and storage,1351
E07000033,1560,38094,Accommodation and food service activities,1352
E07000033,843,38094,Information and communication,1353
E07000033,555,38094,Financial and insurance activities,1354
E07000033,304,38094,Real estate activities,1355
E07000033,1217,38094,"Professional, scientific and technical activities",1356
E07000033,1713,38094,Administrative and support service activities,1357
E07000033,2137,38094,Public administration and defence; compulsory social security,1358
E07000033,2931,38094,Education,1359
E07000033,5973,38094,Human health and social work activities,1360
E07000034,112,47532,"Agriculture, Forestry and fishing",1361
E07000034,108,47532,Mining and quarrying,1362
E07000034,4245,47532,Manufacturing,1363
E07000034,273,47532,"Electricity, gas, steam and air conditioning supply",1364
E07000034,477,47532,"Water supply; Sewerage, Waste management and Remediation activities",1365
E07000034,4351,47532,Construction,1366
E07000034,8527,47532,Wholesale and retail trade; repair of motor vehicles and motorcycles,1367
E07000034,2582,47532,Transport and storage,1368
E07000034,2156,47532,Accommodation and food service activities,1369
E07000034,1618,47532,Information and communication,1370
E07000034,916,47532,Financial and insurance activities,1371
E07000034,408,47532,Real estate activities,1372
E07000034,2012,47532,"Professional, scientific and technical activities",1373
E07000034,2103,47532,Administrative and support service activities,1374
E07000034,2809,47532,Public administration and defence; compulsory social security,1375
E07000034,4184,47532,Education,1376
E07000034,8796,47532,Human health and social work activities,1377
E07000035,1332,33223,"Agriculture, Forestry and fishing",1378
E07000035,327,33223,Mining and quarrying,1379
E07000035,3107,33223,Manufacturing,1380
E07000035,122,33223,"Electricity, gas, steam and air conditioning supply",1381
E07000035,311,33223,"Water supply; Sewerage, Waste management and Remediation activities",1382
E07000035,3077,33223,Construction,1383
E07000035,4198,33223,Wholesale and retail trade; repair of motor vehicles and motorcycles,1384
E07000035,1235,33223,Transport and storage,1385
E07000035,2241,33223,Accommodation and food service activities,1386
E07000035,1047,33223,Information and communication,1387
E07000035,469,33223,Financial and insurance activities,1388
E07000035,473,33223,Real estate activities,1389
E07000035,2183,33223,"Professional, scientific and technical activities",1390
E07000035,1570,33223,Administrative and support service activities,1391
E07000035,2067,33223,Public administration and defence; compulsory social security,1392
E07000035,3514,33223,Education,1393
E07000035,4243,33223,Human health and social work activities,1394
E07000036,165,54961,"Agriculture, Forestry and fishing",1395
E07000036,43,54961,Mining and quarrying,1396
E07000036,6862,54961,Manufacturing,1397
E07000036,396,54961,"Electricity, gas, steam and air conditioning supply",1398
E07000036,481,54961,"Water supply; Sewerage, Waste management and Remediation activities",1399
E07000036,5321,54961,Construction,1400
E07000036,9806,54961,Wholesale and retail trade; repair of motor vehicles and motorcycles,1401
E07000036,3554,54961,Transport and storage,1402
E07000036,2241,54961,Accommodation and food service activities,1403
E07000036,1783,54961,Information and communication,1404
E07000036,989,54961,Financial and insurance activities,1405
E07000036,669,54961,Real estate activities,1406
E07000036,2553,54961,"Professional, scientific and technical activities",1407
E07000036,2460,54961,Administrative and support service activities,1408
E07000036,2859,54961,Public administration and defence; compulsory social security,1409
E07000036,5479,54961,Education,1410
E07000036,7172,54961,Human health and social work activities,1411
E07000037,489,44614,"Agriculture, Forestry and fishing",1412
E07000037,469,44614,Mining and quarrying,1413
E07000037,4841,44614,Manufacturing,1414
E07000037,201,44614,"Electricity, gas, steam and air conditioning supply",1415
E07000037,263,44614,"Water supply; Sewerage, Waste management and Remediation activities",1416
E07000037,3963,44614,Construction,1417
E07000037,6229,44614,Wholesale and retail trade; repair of motor vehicles and motorcycles,1418
E07000037,1861,44614,Transport and storage,1419
E07000037,2098,44614,Accommodation and food service activities,1420
E07000037,1641,44614,Information and communication,1421
E07000037,1134,44614,Financial and insurance activities,1422
E07000037,550,44614,Real estate activities,1423
E07000037,3077,44614,"Professional, scientific and technical activities",1424
E07000037,1999,44614,Administrative and support service activities,1425
E07000037,2353,44614,Public administration and defence; compulsory social security,1426
E07000037,4833,44614,Education,1427
E07000037,6547,44614,Human health and social work activities,1428
E07000038,414,46559,"Agriculture, Forestry and fishing",1429
E07000038,92,46559,Mining and quarrying,1430
E07000038,4631,46559,Manufacturing,1431
E07000038,268,46559,"Electricity, gas, steam and air conditioning supply",1432
E07000038,381,46559,"Water supply; Sewerage, Waste management and Remediation activities",1433
E07000038,5081,46559,Construction,1434
E07000038,7658,46559,Wholesale and retail trade; repair of motor vehicles and motorcycles,1435
E07000038,2153,46559,Transport and storage,1436
E07000038,1975,46559,Accommodation and food service activities,1437
E07000038,1404,46559,Information and communication,1438
E07000038,1104,46559,Financial and insurance activities,1439
E07000038,541,46559,Real estate activities,1440
E07000038,2272,46559,"Professional, scientific and technical activities",1441
E07000038,2067,46559,Administrative and support service activities,1442
E07000038,2964,46559,Public administration and defence; compulsory social security,1443
E07000038,4432,46559,Education,1444
E07000038,7255,46559,Human health and social work activities,1445
E07000039,608,53904,"Agriculture, Forestry and fishing",1446
E07000039,100,53904,Mining and quarrying,1447
E07000039,7553,53904,Manufacturing,1448
E07000039,359,53904,"Electricity, gas, steam and air conditioning supply",1449
E07000039,431,53904,"Water supply; Sewerage, Waste management and Remediation activities",1450
E07000039,4842,53904,Construction,1451
E07000039,8412,53904,Wholesale and retail trade; repair of motor vehicles and motorcycles,1452
E07000039,3716,53904,Transport and storage,1453
E07000039,2119,53904,Accommodation and food service activities,1454
E07000039,1630,53904,Information and communication,1455
E07000039,862,53904,Financial and insurance activities,1456
E07000039,622,53904,Real estate activities,1457
E07000039,2952,53904,"Professional, scientific and technical activities",1458
E07000039,2369,53904,Administrative and support service activities,1459
E07000039,2353,53904,Public administration and defence; compulsory social security,1460
E07000039,5158,53904,Education,1461
E07000039,7630,53904,Human health and social work activities,1462
E07000129,246,51443,"Agriculture, Forestry and fishing",1463
E07000129,92,51443,Mining and quarrying,1464
E07000129,4784,51443,Manufacturing,1465
