geography,count,total,group,subgroup,id
E07000110,994,175781,White,Irish,3162
E07000110,1009,175781,White,Gypsy or Irish Traveller,3163
E07000110,273,175781,White,Roma,3164
E07000110,11474,175781,White,Other White,3165
E07000110,2085,175781,Other ethnic group,NA,3166
E07000110,249,175781,Other ethnic group,Arab,3167
E07000110,1836,175781,Other ethnic group,Any other ethnic group,3168
E07000111,3484,120515,"Asian, Asian British or Asian Welsh",NA,3169
E07000111,236,120515,"Asian, Asian British or Asian Welsh",Bangladeshi,3170
E07000111,765,120515,"Asian, Asian British or Asian Welsh",Chinese,3171
E07000111,1326,120515,"Asian, Asian British or Asian Welsh",Indian,3172
E07000111,252,120515,"Asian, Asian British or Asian Welsh",Pakistani,3173
E07000111,905,120515,"Asian, Asian British or Asian Welsh",Other Asian,3174
E07000111,1932,120515,"Black, Black British, Black Welsh, Caribbean or African",NA,3175
E07000111,1332,120515,"Black, Black British, Black Welsh, Caribbean or African",African,3176
E07000111,370,120515,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3177
E07000111,230,120515,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3178
E07000111,3181,120515,Mixed or Multiple ethnic groups,NA,3179
E07000111,1347,120515,Mixed or Multiple ethnic groups,White and Asian,3180
E07000111,337,120515,Mixed or Multiple ethnic groups,White and Black African,3181
E07000111,655,120515,Mixed or Multiple ethnic groups,White and Black Caribbean,3182
E07000111,842,120515,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3183
E07000111,111005,120515,White,NA,3184
E07000111,103116,120515,White,"English, Welsh, Scottish, Northern Irish or British",3185
E07000111,1085,120515,White,Irish,3186
E07000111,460,120515,White,Gypsy or Irish Traveller,3187
E07000111,72,120515,White,Roma,3188
E07000111,6272,120515,White,Other White,3189
E07000111,913,120515,Other ethnic group,NA,3190
E07000111,158,120515,Other ethnic group,Arab,3191
E07000111,755,120515,Other ethnic group,Any other ethnic group,3192
E07000112,4271,109759,"Asian, Asian British or Asian Welsh",NA,3193
E07000112,196,109759,"Asian, Asian British or Asian Welsh",Bangladeshi,3194
E07000112,358,109759,"Asian, Asian British or Asian Welsh",Chinese,3195
E07000112,490,109759,"Asian, Asian British or Asian Welsh",Indian,3196
E07000112,214,109759,"Asian, Asian British or Asian Welsh",Pakistani,3197
E07000112,3013,109759,"Asian, Asian British or Asian Welsh",Other Asian,3198
E07000112,682,109759,"Black, Black British, Black Welsh, Caribbean or African",NA,3199
E07000112,385,109759,"Black, Black British, Black Welsh, Caribbean or African",African,3200
E07000112,203,109759,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3201
E07000112,94,109759,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3202
E07000112,2108,109759,Mixed or Multiple ethnic groups,NA,3203
E07000112,676,109759,Mixed or Multiple ethnic groups,White and Asian,3204
E07000112,303,109759,Mixed or Multiple ethnic groups,White and Black African,3205
E07000112,554,109759,Mixed or Multiple ethnic groups,White and Black Caribbean,3206
E07000112,575,109759,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3207
E07000112,101614,109759,White,NA,3208
E07000112,96590,109759,White,"English, Welsh, Scottish, Northern Irish or British",3209
E07000112,765,109759,White,Irish,3210
E07000112,146,109759,White,Gypsy or Irish Traveller,3211
E07000112,137,109759,White,Roma,3212
E07000112,3976,109759,White,Other White,3213
E07000112,1084,109759,Other ethnic group,NA,3214
E07000112,119,109759,Other ethnic group,Arab,3215
E07000112,965,109759,Other ethnic group,Any other ethnic group,3216
E07000113,2312,151677,"Asian, Asian British or Asian Welsh",NA,3217
E07000113,406,151677,"Asian, Asian British or Asian Welsh",Bangladeshi,3218
E07000113,328,151677,"Asian, Asian British or Asian Welsh",Chinese,3219
E07000113,776,151677,"Asian, Asian British or Asian Welsh",Indian,3220
E07000113,146,151677,"Asian, Asian British or Asian Welsh",Pakistani,3221
E07000113,656,151677,"Asian, Asian British or Asian Welsh",Other Asian,3222
E07000113,3487,151677,"Black, Black British, Black Welsh, Caribbean or African",NA,3223
E07000113,2541,151677,"Black, Black British, Black Welsh, Caribbean or African",African,3224
E07000113,452,151677,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3225
E07000113,494,151677,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3226
E07000113,2741,151677,Mixed or Multiple ethnic groups,NA,3227
E07000113,757,151677,Mixed or Multiple ethnic groups,White and Asian,3228
E07000113,415,151677,Mixed or Multiple ethnic groups,White and Black African,3229
E07000113,814,151677,Mixed or Multiple ethnic groups,White and Black Caribbean,3230
E07000113,755,151677,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3231
E07000113,142341,151677,White,NA,3232
E07000113,134385,151677,White,"English, Welsh, Scottish, Northern Irish or British",3233
E07000113,855,151677,White,Irish,3234
E07000113,925,151677,White,Gypsy or Irish Traveller,3235
E07000113,177,151677,White,Roma,3236
E07000113,5999,151677,White,Other White,3237
E07000113,796,151677,Other ethnic group,NA,3238
E07000113,127,151677,Other ethnic group,Arab,3239
E07000113,669,151677,Other ethnic group,Any other ethnic group,3240
E07000114,3259,140587,"Asian, Asian British or Asian Welsh",NA,3241
E07000114,254,140587,"Asian, Asian British or Asian Welsh",Bangladeshi,3242
E07000114,448,140587,"Asian, Asian British or Asian Welsh",Chinese,3243
E07000114,941,140587,"Asian, Asian British or Asian Welsh",Indian,3244
E07000114,272,140587,"Asian, Asian British or Asian Welsh",Pakistani,3245
E07000114,1344,140587,"Asian, Asian British or Asian Welsh",Other Asian,3246
E07000114,1481,140587,"Black, Black British, Black Welsh, Caribbean or African",NA,3247
E07000114,859,140587,"Black, Black British, Black Welsh, Caribbean or African",African,3248
E07000114,453,140587,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3249
E07000114,169,140587,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3250
E07000114,3420,140587,Mixed or Multiple ethnic groups,NA,3251
E07000114,894,140587,Mixed or Multiple ethnic groups,White and Asian,3252
E07000114,591,140587,Mixed or Multiple ethnic groups,White and Black African,3253
E07000114,1042,140587,Mixed or Multiple ethnic groups,White and Black Caribbean,3254
E07000114,893,140587,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3255
E07000114,130719,140587,White,NA,3256
E07000114,122796,140587,White,"English, Welsh, Scottish, Northern Irish or British",3257
E07000114,1145,140587,White,Irish,3258
E07000114,185,140587,White,Gypsy or Irish Traveller,3259
E07000114,380,140587,White,Roma,3260
E07000114,6213,140587,White,Other White,3261
E07000114,1708,140587,Other ethnic group,NA,3262
E07000114,247,140587,Other ethnic group,Arab,3263
E07000114,1461,140587,Other ethnic group,Any other ethnic group,3264
E07000115,3876,132201,"Asian, Asian British or Asian Welsh",NA,3265
E07000115,376,132201,"Asian, Asian British or Asian Welsh",Bangladeshi,3266
E07000115,665,132201,"Asian, Asian British or Asian Welsh",Chinese,3267
E07000115,1547,132201,"Asian, Asian British or Asian Welsh",Indian,3268
E07000115,289,132201,"Asian, Asian British or Asian Welsh",Pakistani,3269
E07000115,999,132201,"Asian, Asian British or Asian Welsh",Other Asian,3270
E07000115,1314,132201,"Black, Black British, Black Welsh, Caribbean or African",NA,3271
E07000115,873,132201,"Black, Black British, Black Welsh, Caribbean or African",African,3272
E07000115,278,132201,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3273
E07000115,163,132201,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3274
E07000115,2943,132201,Mixed or Multiple ethnic groups,NA,3275
E07000115,1041,132201,Mixed or Multiple ethnic groups,White and Asian,3276
E07000115,416,132201,Mixed or Multiple ethnic groups,White and Black African,3277
E07000115,670,132201,Mixed or Multiple ethnic groups,White and Black Caribbean,3278
E07000115,816,132201,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3279
E07000115,123287,132201,White,NA,3280
E07000115,116787,132201,White,"English, Welsh, Scottish, Northern Irish or British",3281
E07000115,849,132201,White,Irish,3282
E07000115,462,132201,White,Gypsy or Irish Traveller,3283
E07000115,75,132201,White,Roma,3284
E07000115,5114,132201,White,Other White,3285
E07000115,781,132201,Other ethnic group,NA,3286
E07000115,169,132201,Other ethnic group,Arab,3287
E07000115,612,132201,Other ethnic group,Any other ethnic group,3288
E07000116,4566,115314,"Asian, Asian British or Asian Welsh",NA,3289
E07000116,548,115314,"Asian, Asian British or Asian Welsh",Bangladeshi,3290
E07000116,681,115314,"Asian, Asian British or Asian Welsh",Chinese,3291
E07000116,1692,115314,"Asian, Asian British or Asian Welsh",Indian,3292
E07000116,367,115314,"Asian, Asian British or Asian Welsh",Pakistani,3293
E07000116,1278,115314,"Asian, Asian British or Asian Welsh",Other Asian,3294
E07000116,1131,115314,"Black, Black British, Black Welsh, Caribbean or African",NA,3295
E07000116,828,115314,"Black, Black British, Black Welsh, Caribbean or African",African,3296
E07000116,174,115314,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3297
E07000116,129,115314,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3298
E07000116,2949,115314,Mixed or Multiple ethnic groups,NA,3299
E07000116,1285,115314,Mixed or Multiple ethnic groups,White and Asian,3300
E07000116,368,115314,Mixed or Multiple ethnic groups,White and Black African,3301
E07000116,478,115314,Mixed or Multiple ethnic groups,White and Black Caribbean,3302
E07000116,818,115314,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3303
E07000116,105562,115314,White,NA,3304
E07000116,97049,115314,White,"English, Welsh, Scottish, Northern Irish or British",3305
E07000116,913,115314,White,Irish,3306
E07000116,333,115314,White,Gypsy or Irish Traveller,3307
E07000116,119,115314,White,Roma,3308
E07000116,7148,115314,White,Other White,3309
E07000116,1106,115314,Other ethnic group,NA,3310
E07000116,247,115314,Other ethnic group,Arab,3311
E07000116,859,115314,Other ethnic group,Any other ethnic group,3312
E07000117,13930,94651,"Asian, Asian British or Asian Welsh",NA,3313
E07000117,2737,94651,"Asian, Asian British or Asian Welsh",Bangladeshi,3314
E07000117,164,94651,"Asian, Asian British or Asian Welsh",Chinese,3315
E07000117,378,94651,"Asian, Asian British or Asian Welsh",Indian,3316
E07000117,10102,94651,"Asian, Asian British or Asian Welsh",Pakistani,3317
E07000117,549,94651,"Asian, Asian British or Asian Welsh",Other Asian,3318
E07000117,326,94651,"Black, Black British, Black Welsh, Caribbean or African",NA,3319
E07000117,180,94651,"Black, Black British, Black Welsh, Caribbean or African",African,3320
E07000117,95,94651,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3321
E07000117,51,94651,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3322
E07000117,1505,94651,Mixed or Multiple ethnic groups,NA,3323
E07000117,826,94651,Mixed or Multiple ethnic groups,White and Asian,3324
E07000117,165,94651,Mixed or Multiple ethnic groups,White and Black African,3325
E07000117,191,94651,Mixed or Multiple ethnic groups,White and Black Caribbean,3326
E07000117,323,94651,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3327
E07000117,78112,94651,White,NA,3328
E07000117,73752,94651,White,"English, Welsh, Scottish, Northern Irish or British",3329
E07000117,457,94651,White,Irish,3330
E07000117,83,94651,White,Gypsy or Irish Traveller,3331
E07000117,106,94651,White,Roma,3332
E07000117,3714,94651,White,Other White,3333
E07000117,778,94651,Other ethnic group,NA,3334
E07000117,157,94651,Other ethnic group,Arab,3335
E07000117,621,94651,Other ethnic group,Any other ethnic group,3336
E07000118,2204,117733,"Asian, Asian British or Asian Welsh",NA,3337
E07000118,119,117733,"Asian, Asian British or Asian Welsh",Bangladeshi,3338
E07000118,307,117733,"Asian, Asian British or Asian Welsh",Chinese,3339
E07000118,747,117733,"Asian, Asian British or Asian Welsh",Indian,3340
E07000118,767,117733,"Asian, Asian British or Asian Welsh",Pakistani,3341
E07000118,264,117733,"Asian, Asian British or Asian Welsh",Other Asian,3342
E07000118,653,117733,"Black, Black British, Black Welsh, Caribbean or African",NA,3343
E07000118,308,117733,"Black, Black British, Black Welsh, Caribbean or African",African,3344
E07000118,247,117733,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3345
E07000118,98,117733,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3346
E07000118,1773,117733,Mixed or Multiple ethnic groups,NA,3347
E07000118,520,117733,Mixed or Multiple ethnic groups,White and Asian,3348
E07000118,236,117733,Mixed or Multiple ethnic groups,White and Black African,3349
E07000118,649,117733,Mixed or Multiple ethnic groups,White and Black Caribbean,3350
E07000118,368,117733,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3351
E07000118,112588,117733,White,NA,3352
E07000118,109449,117733,White,"English, Welsh, Scottish, Northern Irish or British",3353
E07000118,630,117733,White,Irish,3354
E07000118,57,117733,White,Gypsy or Irish Traveller,3355
E07000118,58,117733,White,Roma,3356
E07000118,2394,117733,White,Other White,3357
E07000118,515,117733,Other ethnic group,NA,3358
E07000118,236,117733,Other ethnic group,Arab,3359
E07000118,279,117733,Other ethnic group,Any other ethnic group,3360
E07000119,1173,81375,"Asian, Asian British or Asian Welsh",NA,3361
E07000119,75,81375,"Asian, Asian British or Asian Welsh",Bangladeshi,3362
E07000119,242,81375,"Asian, Asian British or Asian Welsh",Chinese,3363
E07000119,383,81375,"Asian, Asian British or Asian Welsh",Indian,3364
E07000119,174,81375,"Asian, Asian British or Asian Welsh",Pakistani,3365
E07000119,299,81375,"Asian, Asian British or Asian Welsh",Other Asian,3366
E07000119,331,81375,"Black, Black British, Black Welsh, Caribbean or African",NA,3367
E07000119,189,81375,"Black, Black British, Black Welsh, Caribbean or African",African,3368
E07000119,66,81375,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3369
E07000119,76,81375,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3370
E07000119,1158,81375,Mixed or Multiple ethnic groups,NA,3371
E07000119,396,81375,Mixed or Multiple ethnic groups,White and Asian,3372
E07000119,173,81375,Mixed or Multiple ethnic groups,White and Black African,3373
E07000119,299,81375,Mixed or Multiple ethnic groups,White and Black Caribbean,3374
E07000119,290,81375,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3375
E07000119,78332,81375,White,NA,3376
E07000119,75793,81375,White,"English, Welsh, Scottish, Northern Irish or British",3377
E07000119,548,81375,White,Irish,3378
E07000119,49,81375,White,Gypsy or Irish Traveller,3379
E07000119,55,81375,White,Roma,3380
E07000119,1887,81375,White,Other White,3381
E07000119,381,81375,Other ethnic group,NA,3382
E07000119,97,81375,Other ethnic group,Arab,3383
E07000119,284,81375,Other ethnic group,Any other ethnic group,3384
E07000120,12401,82237,"Asian, Asian British or Asian Welsh",NA,3385
E07000120,455,82237,"Asian, Asian British or Asian Welsh",Bangladeshi,3386
E07000120,137,82237,"Asian, Asian British or Asian Welsh",Chinese,3387
E07000120,363,82237,"Asian, Asian British or Asian Welsh",Indian,3388
E07000120,10825,82237,"Asian, Asian British or Asian Welsh",Pakistani,3389
E07000120,621,82237,"Asian, Asian British or Asian Welsh",Other Asian,3390
E07000120,224,82237,"Black, Black British, Black Welsh, Caribbean or African",NA,3391
E07000120,160,82237,"Black, Black British, Black Welsh, Caribbean or African",African,3392
E07000120,40,82237,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3393
E07000120,24,82237,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3394
E07000120,1091,82237,Mixed or Multiple ethnic groups,NA,3395
E07000120,573,82237,Mixed or Multiple ethnic groups,White and Asian,3396
E07000120,119,82237,Mixed or Multiple ethnic groups,White and Black African,3397
E07000120,188,82237,Mixed or Multiple ethnic groups,White and Black Caribbean,3398
E07000120,211,82237,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3399
E07000120,67984,82237,White,NA,3400
E07000120,65471,82237,White,"English, Welsh, Scottish, Northern Irish or British",3401
E07000120,365,82237,White,Irish,3402
E07000120,86,82237,White,Gypsy or Irish Traveller,3403
E07000120,44,82237,White,Roma,3404
E07000120,2018,82237,White,Other White,3405
E07000120,537,82237,Other ethnic group,NA,3406
E07000120,167,82237,Other ethnic group,Arab,3407
E07000120,370,82237,Other ethnic group,Any other ethnic group,3408
E07000121,5155,142939,"Asian, Asian British or Asian Welsh",NA,3409
E07000121,355,142939,"Asian, Asian British or Asian Welsh",Bangladeshi,3410
E07000121,1597,142939,"Asian, Asian British or Asian Welsh",Chinese,3411
E07000121,1629,142939,"Asian, Asian British or Asian Welsh",Indian,3412
E07000121,613,142939,"Asian, Asian British or Asian Welsh",Pakistani,3413
E07000121,961,142939,"Asian, Asian British or Asian Welsh",Other Asian,3414
E07000121,1215,142939,"Black, Black British, Black Welsh, Caribbean or African",NA,3415
E07000121,1019,142939,"Black, Black British, Black Welsh, Caribbean or African",African,3416
E07000121,125,142939,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3417
E07000121,71,142939,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3418
E07000121,2204,142939,Mixed or Multiple ethnic groups,NA,3419
E07000121,823,142939,Mixed or Multiple ethnic groups,White and Asian,3420
E07000121,341,142939,Mixed or Multiple ethnic groups,White and Black African,3421
E07000121,424,142939,Mixed or Multiple ethnic groups,White and Black Caribbean,3422
E07000121,616,142939,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3423
E07000121,133063,142939,White,NA,3424
E07000121,125552,142939,White,"English, Welsh, Scottish, Northern Irish or British",3425
E07000121,802,142939,White,Irish,3426
E07000121,309,142939,White,Gypsy or Irish Traveller,3427
E07000121,90,142939,White,Roma,3428
E07000121,6310,142939,White,Other White,3429
E07000121,1302,142939,Other ethnic group,NA,3430
E07000121,477,142939,Other ethnic group,Arab,3431
E07000121,825,142939,Other ethnic group,Any other ethnic group,3432
E07000122,25573,95758,"Asian, Asian British or Asian Welsh",NA,3433
E07000122,302,95758,"Asian, Asian British or Asian Welsh",Bangladeshi,3434
E07000122,161,95758,"Asian, Asian British or Asian Welsh",Chinese,3435
E07000122,242,95758,"Asian, Asian British or Asian Welsh",Indian,3436
E07000122,24502,95758,"Asian, Asian British or Asian Welsh",Pakistani,3437
E07000122,366,95758,"Asian, Asian British or Asian Welsh",Other Asian,3438
E07000122,244,95758,"Black, Black British, Black Welsh, Caribbean or African",NA,3439
E07000122,174,95758,"Black, Black British, Black Welsh, Caribbean or African",African,3440
E07000122,51,95758,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3441
E07000122,19,95758,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3442
E07000122,1488,95758,Mixed or Multiple ethnic groups,NA,3443
E07000122,885,95758,Mixed or Multiple ethnic groups,White and Asian,3444
E07000122,95,95758,Mixed or Multiple ethnic groups,White and Black African,3445
E07000122,231,95758,Mixed or Multiple ethnic groups,White and Black Caribbean,3446
E07000122,277,95758,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3447
E07000122,67577,95758,White,NA,3448
E07000122,63320,95758,White,"English, Welsh, Scottish, Northern Irish or British",3449
E07000122,342,95758,White,Irish,3450
E07000122,97,95758,White,Gypsy or Irish Traveller,3451
E07000122,126,95758,White,Roma,3452
E07000122,3692,95758,White,Other White,3453
E07000122,876,95758,Other ethnic group,NA,3454
E07000122,235,95758,Other ethnic group,Arab,3455
E07000122,641,95758,Other ethnic group,Any other ethnic group,3456
E07000123,29815,147834,"Asian, Asian British or Asian Welsh",NA,3457
E07000123,758,147834,"Asian, Asian British or Asian Welsh",Bangladeshi,3458
E07000123,707,147834,"Asian, Asian British or Asian Welsh",Chinese,3459
E07000123,19047,147834,"Asian, Asian British or Asian Welsh",Indian,3460
E07000123,7554,147834,"Asian, Asian British or Asian Welsh",Pakistani,3461
E07000123,1749,147834,"Asian, Asian British or Asian Welsh",Other Asian,3462
E07000123,3489,147834,"Black, Black British, Black Welsh, Caribbean or African",NA,3463
E07000123,2355,147834,"Black, Black British, Black Welsh, Caribbean or African",African,3464
E07000123,827,147834,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3465
E07000123,307,147834,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3466
E07000123,4367,147834,Mixed or Multiple ethnic groups,NA,3467
E07000123,1321,147834,Mixed or Multiple ethnic groups,White and Asian,3468
E07000123,506,147834,Mixed or Multiple ethnic groups,White and Black African,3469
E07000123,1759,147834,Mixed or Multiple ethnic groups,White and Black Caribbean,3470
E07000123,781,147834,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3471
E07000123,107321,147834,White,NA,3472
E07000123,97715,147834,White,"English, Welsh, Scottish, Northern Irish or British",3473
E07000123,923,147834,White,Irish,3474
E07000123,114,147834,White,Gypsy or Irish Traveller,3475
E07000123,248,147834,White,Roma,3476
E07000123,8321,147834,White,Other White,3477
E07000123,2842,147834,Other ethnic group,NA,3478
E07000123,1157,147834,Other ethnic group,Arab,3479
E07000123,1685,147834,Other ethnic group,Any other ethnic group,3480
E07000124,1265,61565,"Asian, Asian British or Asian Welsh",NA,3481
E07000124,24,61565,"Asian, Asian British or Asian Welsh",Bangladeshi,3482
E07000124,139,61565,"Asian, Asian British or Asian Welsh",Chinese,3483
E07000124,385,61565,"Asian, Asian British or Asian Welsh",Indian,3484
E07000124,581,61565,"Asian, Asian British or Asian Welsh",Pakistani,3485
E07000124,136,61565,"Asian, Asian British or Asian Welsh",Other Asian,3486
E07000124,125,61565,"Black, Black British, Black Welsh, Caribbean or African",NA,3487
E07000124,76,61565,"Black, Black British, Black Welsh, Caribbean or African",African,3488
E07000124,35,61565,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3489
E07000124,14,61565,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3490
E07000124,736,61565,Mixed or Multiple ethnic groups,NA,3491
E07000124,323,61565,Mixed or Multiple ethnic groups,White and Asian,3492
E07000124,123,61565,Mixed or Multiple ethnic groups,White and Black African,3493
E07000124,125,61565,Mixed or Multiple ethnic groups,White and Black Caribbean,3494
E07000124,165,61565,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3495
E07000124,59256,61565,White,NA,3496
E07000124,57916,61565,White,"English, Welsh, Scottish, Northern Irish or British",3497
E07000124,340,61565,White,Irish,3498
E07000124,7,61565,White,Gypsy or Irish Traveller,3499
E07000124,15,61565,White,Roma,3500
E07000124,978,61565,White,Other White,3501
E07000124,183,61565,Other ethnic group,NA,3502
E07000124,51,61565,Other ethnic group,Arab,3503
E07000124,132,61565,Other ethnic group,Any other ethnic group,3504
E07000125,3876,70868,"Asian, Asian British or Asian Welsh",NA,3505
E07000125,1587,70868,"Asian, Asian British or Asian Welsh",Bangladeshi,3506
E07000125,209,70868,"Asian, Asian British or Asian Welsh",Chinese,3507
E07000125,226,70868,"Asian, Asian British or Asian Welsh",Indian,3508
E07000125,1632,70868,"Asian, Asian British or Asian Welsh",Pakistani,3509
E07000125,222,70868,"Asian, Asian British or Asian Welsh",Other Asian,3510
E07000125,172,70868,"Black, Black British, Black Welsh, Caribbean or African",NA,3511
E07000125,89,70868,"Black, Black British, Black Welsh, Caribbean or African",African,3512
E07000125,58,70868,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3513
E07000125,25,70868,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3514
E07000125,1043,70868,Mixed or Multiple ethnic groups,NA,3515
E07000125,425,70868,Mixed or Multiple ethnic groups,White and Asian,3516
E07000125,153,70868,Mixed or Multiple ethnic groups,White and Black African,3517
E07000125,265,70868,Mixed or Multiple ethnic groups,White and Black Caribbean,3518
E07000125,200,70868,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3519
E07000125,65510,70868,White,NA,3520
E07000125,64073,70868,White,"English, Welsh, Scottish, Northern Irish or British",3521
E07000125,509,70868,White,Irish,3522
E07000125,28,70868,White,Gypsy or Irish Traveller,3523
E07000125,14,70868,White,Roma,3524
E07000125,886,70868,White,Other White,3525
E07000125,267,70868,Other ethnic group,NA,3526
E07000125,77,70868,Other ethnic group,Arab,3527
E07000125,190,70868,Other ethnic group,Any other ethnic group,3528
E07000126,2307,111035,"Asian, Asian British or Asian Welsh",NA,3529
E07000126,59,111035,"Asian, Asian British or Asian Welsh",Bangladeshi,3530
E07000126,327,111035,"Asian, Asian British or Asian Welsh",Chinese,3531
E07000126,1165,111035,"Asian, Asian British or Asian Welsh",Indian,3532
E07000126,422,111035,"Asian, Asian British or Asian Welsh",Pakistani,3533
E07000126,334,111035,"Asian, Asian British or Asian Welsh",Other Asian,3534
E07000126,539,111035,"Black, Black British, Black Welsh, Caribbean or African",NA,3535
E07000126,266,111035,"Black, Black British, Black Welsh, Caribbean or African",African,3536
E07000126,209,111035,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3537
E07000126,64,111035,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3538
E07000126,1908,111035,Mixed or Multiple ethnic groups,NA,3539
E07000126,632,111035,Mixed or Multiple ethnic groups,White and Asian,3540
E07000126,237,111035,Mixed or Multiple ethnic groups,White and Black African,3541
E07000126,750,111035,Mixed or Multiple ethnic groups,White and Black Caribbean,3542
E07000126,289,111035,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3543
E07000126,105919,111035,White,NA,3544
E07000126,103089,111035,White,"English, Welsh, Scottish, Northern Irish or British",3545
E07000126,617,111035,White,Irish,3546
E07000126,25,111035,White,Gypsy or Irish Traveller,3547
E07000126,56,111035,White,Roma,3548
E07000126,2132,111035,White,Other White,3549
E07000126,362,111035,Other ethnic group,NA,3550
E07000126,96,111035,Other ethnic group,Arab,3551
E07000126,266,111035,Other ethnic group,Any other ethnic group,3552
E07000127,1232,117429,"Asian, Asian British or Asian Welsh",NA,3553
E07000127,36,117429,"Asian, Asian British or Asian Welsh",Bangladeshi,3554
E07000127,264,117429,"Asian, Asian British or Asian Welsh",Chinese,3555
E07000127,447,117429,"Asian, Asian British or Asian Welsh",Indian,3556
E07000127,119,117429,"Asian, Asian British or Asian Welsh",Pakistani,3557
E07000127,366,117429,"Asian, Asian British or Asian Welsh",Other Asian,3558
E07000127,388,117429,"Black, Black British, Black Welsh, Caribbean or African",NA,3559
E07000127,245,117429,"Black, Black British, Black Welsh, Caribbean or African",African,3560
E07000127,100,117429,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,3561
E07000127,43,117429,"Black, Black British, Black Welsh, Caribbean or African",Other Black,3562
E07000127,1547,117429,Mixed or Multiple ethnic groups,NA,3563
E07000127,509,117429,Mixed or Multiple ethnic groups,White and Asian,3564
E07000127,312,117429,Mixed or Multiple ethnic groups,White and Black African,3565
E07000127,342,117429,Mixed or Multiple ethnic groups,White and Black Caribbean,3566
E07000127,384,117429,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,3567
E07000127,113795,117429,White,NA,3568
E07000127,108998,117429,White,"English, Welsh, Scottish, Northern Irish or British",3569
E07000127,657,117429,White,Irish,3570
E07000127,29,117429,White,Gypsy or Irish Traveller,3571
E07000127,71,117429,White,Roma,3572
E07000127,4040,117429,White,Other White,3573
E07000127,467,117429,Other ethnic group,NA,3574
E07000127,148,117429,Other ethnic group,Arab,3575
E07000127,319,117429,Other ethnic group,Any other ethnic group,3576
E07000128,1109,111946,"Asian, Asian British or Asian Welsh",NA,3577
E07000128,45,111946,"Asian, Asian British or Asian Welsh",Bangladeshi,3578
E07000128,330,111946,"Asian, Asian British or Asian Welsh",Chinese,3579
E07000128,221,111946,"Asian, Asian British or Asian Welsh",Indian,3580
E07000128,103,111946,"Asian, Asian British or Asian Welsh",Pakistani,3581
E07000128,410,111946,"Asian, Asian British or Asian Welsh",Other Asian,3582
E07000128,273,111946,"Black, Black British, Black Welsh, Caribbean or African",NA,3583
E07000128,167,111946,"Black, Black British, Black Welsh, Caribbean or African",African,3584
