geography,count,total,group,subgroup,id
E06000001,1600,92338,"Asian, Asian British or Asian Welsh",NA,1
E06000001,278,92338,"Asian, Asian British or Asian Welsh",Bangladeshi,2
E06000001,217,92338,"Asian, Asian British or Asian Welsh",Chinese,3
E06000001,335,92338,"Asian, Asian British or Asian Welsh",Indian,4
E06000001,297,92338,"Asian, Asian British or Asian Welsh",Pakistani,5
E06000001,473,92338,"Asian, Asian British or Asian Welsh",Other Asian,6
E06000001,445,92338,"Black, Black British, Black Welsh, Caribbean or African",NA,7
E06000001,327,92338,"Black, Black British, Black Welsh, Caribbean or African",African,8
E06000001,57,92338,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,9
E06000001,61,92338,"Black, Black British, Black Welsh, Caribbean or African",Other Black,10
E06000001,671,92338,Mixed or Multiple ethnic groups,NA,11
E06000001,240,92338,Mixed or Multiple ethnic groups,White and Asian,12
E06000001,115,92338,Mixed or Multiple ethnic groups,White and Black African,13
E06000001,143,92338,Mixed or Multiple ethnic groups,White and Black Caribbean,14
E06000001,173,92338,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,15
E06000001,89068,92338,White,NA,16
E06000001,87761,92338,White,"English, Welsh, Scottish, Northern Irish or British",17
E06000001,170,92338,White,Irish,18
E06000001,37,92338,White,Gypsy or Irish Traveller,19
E06000001,19,92338,White,Roma,20
E06000001,1081,92338,White,Other White,21
E06000001,554,92338,Other ethnic group,NA,22
E06000001,270,92338,Other ethnic group,Arab,23
E06000001,284,92338,Other ethnic group,Any other ethnic group,24
E06000002,15090,143922,"Asian, Asian British or Asian Welsh",NA,25
E06000002,595,143922,"Asian, Asian British or Asian Welsh",Bangladeshi,26
E06000002,669,143922,"Asian, Asian British or Asian Welsh",Chinese,27
E06000002,2804,143922,"Asian, Asian British or Asian Welsh",Indian,28
E06000002,8990,143922,"Asian, Asian British or Asian Welsh",Pakistani,29
E06000002,2032,143922,"Asian, Asian British or Asian Welsh",Other Asian,30
E06000002,3816,143922,"Black, Black British, Black Welsh, Caribbean or African",NA,31
E06000002,3339,143922,"Black, Black British, Black Welsh, Caribbean or African",African,32
E06000002,162,143922,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,33
E06000002,315,143922,"Black, Black British, Black Welsh, Caribbean or African",Other Black,34
E06000002,3001,143922,Mixed or Multiple ethnic groups,NA,35
E06000002,1110,143922,Mixed or Multiple ethnic groups,White and Asian,36
E06000002,650,143922,Mixed or Multiple ethnic groups,White and Black African,37
E06000002,570,143922,Mixed or Multiple ethnic groups,White and Black Caribbean,38
E06000002,671,143922,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,39
E06000002,118547,143922,White,NA,40
E06000002,114421,143922,White,"English, Welsh, Scottish, Northern Irish or British",41
E06000002,434,143922,White,Irish,42
E06000002,160,143922,White,Gypsy or Irish Traveller,43
E06000002,320,143922,White,Roma,44
E06000002,3212,143922,White,Other White,45
E06000002,3468,143922,Other ethnic group,NA,46
E06000002,1452,143922,Other ethnic group,Arab,47
E06000002,2016,143922,Other ethnic group,Any other ethnic group,48
E06000003,1160,136530,"Asian, Asian British or Asian Welsh",NA,49
E06000003,158,136530,"Asian, Asian British or Asian Welsh",Bangladeshi,50
E06000003,208,136530,"Asian, Asian British or Asian Welsh",Chinese,51
E06000003,175,136530,"Asian, Asian British or Asian Welsh",Indian,52
E06000003,283,136530,"Asian, Asian British or Asian Welsh",Pakistani,53
E06000003,336,136530,"Asian, Asian British or Asian Welsh",Other Asian,54
E06000003,265,136530,"Black, Black British, Black Welsh, Caribbean or African",NA,55
E06000003,182,136530,"Black, Black British, Black Welsh, Caribbean or African",African,56
E06000003,48,136530,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,57
E06000003,35,136530,"Black, Black British, Black Welsh, Caribbean or African",Other Black,58
E06000003,1185,136530,Mixed or Multiple ethnic groups,NA,59
E06000003,460,136530,Mixed or Multiple ethnic groups,White and Asian,60
E06000003,215,136530,Mixed or Multiple ethnic groups,White and Black African,61
E06000003,270,136530,Mixed or Multiple ethnic groups,White and Black Caribbean,62
E06000003,240,136530,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,63
E06000003,133388,136530,White,NA,64
E06000003,131789,136530,White,"English, Welsh, Scottish, Northern Irish or British",65
E06000003,350,136530,White,Irish,66
E06000003,87,136530,White,Gypsy or Irish Traveller,67
E06000003,14,136530,White,Roma,68
E06000003,1148,136530,White,Other White,69
E06000003,532,136530,Other ethnic group,NA,70
E06000003,321,136530,Other ethnic group,Arab,71
E06000003,211,136530,Other ethnic group,Any other ethnic group,72
E06000004,9052,196593,"Asian, Asian British or Asian Welsh",NA,73
E06000004,236,196593,"Asian, Asian British or Asian Welsh",Bangladeshi,74
E06000004,690,196593,"Asian, Asian British or Asian Welsh",Chinese,75
E06000004,1812,196593,"Asian, Asian British or Asian Welsh",Indian,76
E06000004,4875,196593,"Asian, Asian British or Asian Welsh",Pakistani,77
E06000004,1439,196593,"Asian, Asian British or Asian Welsh",Other Asian,78
E06000004,2203,196593,"Black, Black British, Black Welsh, Caribbean or African",NA,79
E06000004,1823,196593,"Black, Black British, Black Welsh, Caribbean or African",African,80
E06000004,130,196593,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,81
E06000004,250,196593,"Black, Black British, Black Welsh, Caribbean or African",Other Black,82
E06000004,2737,196593,Mixed or Multiple ethnic groups,NA,83
E06000004,1131,196593,Mixed or Multiple ethnic groups,White and Asian,84
E06000004,469,196593,Mixed or Multiple ethnic groups,White and Black African,85
E06000004,412,196593,Mixed or Multiple ethnic groups,White and Black Caribbean,86
E06000004,725,196593,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,87
E06000004,180937,196593,White,NA,88
E06000004,177526,196593,White,"English, Welsh, Scottish, Northern Irish or British",89
E06000004,528,196593,White,Irish,90
E06000004,145,196593,White,Gypsy or Irish Traveller,91
E06000004,143,196593,White,Roma,92
E06000004,2595,196593,White,Other White,93
E06000004,1664,196593,Other ethnic group,NA,94
E06000004,558,196593,Other ethnic group,Arab,95
E06000004,1106,196593,Other ethnic group,Any other ethnic group,96
E06000005,2966,107796,"Asian, Asian British or Asian Welsh",NA,97
E06000005,759,107796,"Asian, Asian British or Asian Welsh",Bangladeshi,98
E06000005,308,107796,"Asian, Asian British or Asian Welsh",Chinese,99
E06000005,1086,107796,"Asian, Asian British or Asian Welsh",Indian,100
E06000005,195,107796,"Asian, Asian British or Asian Welsh",Pakistani,101
E06000005,618,107796,"Asian, Asian British or Asian Welsh",Other Asian,102
E06000005,701,107796,"Black, Black British, Black Welsh, Caribbean or African",NA,103
E06000005,456,107796,"Black, Black British, Black Welsh, Caribbean or African",African,104
E06000005,135,107796,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,105
E06000005,110,107796,"Black, Black British, Black Welsh, Caribbean or African",Other Black,106
E06000005,1472,107796,Mixed or Multiple ethnic groups,NA,107
E06000005,516,107796,Mixed or Multiple ethnic groups,White and Asian,108
E06000005,198,107796,Mixed or Multiple ethnic groups,White and Black African,109
E06000005,384,107796,Mixed or Multiple ethnic groups,White and Black Caribbean,110
E06000005,374,107796,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,111
E06000005,101725,107796,White,NA,112
E06000005,97320,107796,White,"English, Welsh, Scottish, Northern Irish or British",113
E06000005,342,107796,White,Irish,114
E06000005,434,107796,White,Gypsy or Irish Traveller,115
E06000005,104,107796,White,Roma,116
E06000005,3525,107796,White,Other White,117
E06000005,932,107796,Other ethnic group,NA,118
E06000005,329,107796,Other ethnic group,Arab,119
E06000005,603,107796,Other ethnic group,Any other ethnic group,120
E06000006,1436,128478,"Asian, Asian British or Asian Welsh",NA,121
E06000006,58,128478,"Asian, Asian British or Asian Welsh",Bangladeshi,122
E06000006,418,128478,"Asian, Asian British or Asian Welsh",Chinese,123
E06000006,375,128478,"Asian, Asian British or Asian Welsh",Indian,124
E06000006,125,128478,"Asian, Asian British or Asian Welsh",Pakistani,125
E06000006,460,128478,"Asian, Asian British or Asian Welsh",Other Asian,126
E06000006,511,128478,"Black, Black British, Black Welsh, Caribbean or African",NA,127
E06000006,293,128478,"Black, Black British, Black Welsh, Caribbean or African",African,128
E06000006,84,128478,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,129
E06000006,134,128478,"Black, Black British, Black Welsh, Caribbean or African",Other Black,130
E06000006,1791,128478,Mixed or Multiple ethnic groups,NA,131
E06000006,461,128478,Mixed or Multiple ethnic groups,White and Asian,132
E06000006,342,128478,Mixed or Multiple ethnic groups,White and Black African,133
E06000006,530,128478,Mixed or Multiple ethnic groups,White and Black Caribbean,134
E06000006,458,128478,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,135
E06000006,123976,128478,White,NA,136
E06000006,120301,128478,White,"English, Welsh, Scottish, Northern Irish or British",137
E06000006,685,128478,White,Irish,138
E06000006,91,128478,White,Gypsy or Irish Traveller,139
E06000006,68,128478,White,Roma,140
E06000006,2831,128478,White,Other White,141
E06000006,764,128478,Other ethnic group,NA,142
E06000006,241,128478,Other ethnic group,Arab,143
E06000006,523,128478,Other ethnic group,Any other ethnic group,144
E06000007,6954,210973,"Asian, Asian British or Asian Welsh",NA,145
E06000007,197,210973,"Asian, Asian British or Asian Welsh",Bangladeshi,146
E06000007,1326,210973,"Asian, Asian British or Asian Welsh",Chinese,147
E06000007,2347,210973,"Asian, Asian British or Asian Welsh",Indian,148
E06000007,1760,210973,"Asian, Asian British or Asian Welsh",Pakistani,149
E06000007,1324,210973,"Asian, Asian British or Asian Welsh",Other Asian,150
E06000007,1576,210973,"Black, Black British, Black Welsh, Caribbean or African",NA,151
E06000007,1075,210973,"Black, Black British, Black Welsh, Caribbean or African",African,152
E06000007,277,210973,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,153
E06000007,224,210973,"Black, Black British, Black Welsh, Caribbean or African",Other Black,154
E06000007,3335,210973,Mixed or Multiple ethnic groups,NA,155
E06000007,1204,210973,Mixed or Multiple ethnic groups,White and Asian,156
E06000007,593,210973,Mixed or Multiple ethnic groups,White and Black African,157
E06000007,785,210973,Mixed or Multiple ethnic groups,White and Black Caribbean,158
E06000007,753,210973,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,159
E06000007,197305,210973,White,NA,160
E06000007,185940,210973,White,"English, Welsh, Scottish, Northern Irish or British",161
E06000007,1366,210973,White,Irish,162
E06000007,115,210973,White,Gypsy or Irish Traveller,163
E06000007,167,210973,White,Roma,164
E06000007,9717,210973,White,Other White,165
E06000007,1803,210973,Other ethnic group,NA,166
E06000007,393,210973,Other ethnic group,Arab,167
E06000007,1410,210973,Other ethnic group,Any other ethnic group,168
E06000008,55178,154741,"Asian, Asian British or Asian Welsh",NA,169
E06000008,1473,154741,"Asian, Asian British or Asian Welsh",Bangladeshi,170
E06000008,400,154741,"Asian, Asian British or Asian Welsh",Chinese,171
E06000008,24389,154741,"Asian, Asian British or Asian Welsh",Indian,172
E06000008,27525,154741,"Asian, Asian British or Asian Welsh",Pakistani,173
E06000008,1391,154741,"Asian, Asian British or Asian Welsh",Other Asian,174
E06000008,1406,154741,"Black, Black British, Black Welsh, Caribbean or African",NA,175
E06000008,1061,154741,"Black, Black British, Black Welsh, Caribbean or African",African,176
E06000008,170,154741,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,177
E06000008,175,154741,"Black, Black British, Black Welsh, Caribbean or African",Other Black,178
E06000008,2596,154741,Mixed or Multiple ethnic groups,NA,179
E06000008,1329,154741,Mixed or Multiple ethnic groups,White and Asian,180
E06000008,231,154741,Mixed or Multiple ethnic groups,White and Black African,181
E06000008,368,154741,Mixed or Multiple ethnic groups,White and Black Caribbean,182
E06000008,668,154741,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,183
E06000008,93392,154741,White,NA,184
E06000008,87997,154741,White,"English, Welsh, Scottish, Northern Irish or British",185
E06000008,589,154741,White,Irish,186
E06000008,101,154741,White,Gypsy or Irish Traveller,187
E06000008,143,154741,White,Roma,188
E06000008,4562,154741,White,Other White,189
E06000008,2169,154741,Other ethnic group,NA,190
E06000008,841,154741,Other ethnic group,Arab,191
E06000008,1328,154741,Other ethnic group,Any other ethnic group,192
E06000009,3676,141039,"Asian, Asian British or Asian Welsh",NA,193
E06000009,442,141039,"Asian, Asian British or Asian Welsh",Bangladeshi,194
E06000009,542,141039,"Asian, Asian British or Asian Welsh",Chinese,195
E06000009,892,141039,"Asian, Asian British or Asian Welsh",Indian,196
E06000009,572,141039,"Asian, Asian British or Asian Welsh",Pakistani,197
E06000009,1228,141039,"Asian, Asian British or Asian Welsh",Other Asian,198
E06000009,711,141039,"Black, Black British, Black Welsh, Caribbean or African",NA,199
E06000009,449,141039,"Black, Black British, Black Welsh, Caribbean or African",African,200
E06000009,175,141039,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,201
E06000009,87,141039,"Black, Black British, Black Welsh, Caribbean or African",Other Black,202
E06000009,2210,141039,Mixed or Multiple ethnic groups,NA,203
E06000009,645,141039,Mixed or Multiple ethnic groups,White and Asian,204
E06000009,408,141039,Mixed or Multiple ethnic groups,White and Black African,205
E06000009,638,141039,Mixed or Multiple ethnic groups,White and Black Caribbean,206
E06000009,519,141039,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,207
E06000009,133550,141039,White,NA,208
E06000009,127445,141039,White,"English, Welsh, Scottish, Northern Irish or British",209
E06000009,808,141039,White,Irish,210
E06000009,236,141039,White,Gypsy or Irish Traveller,211
E06000009,207,141039,White,Roma,212
E06000009,4854,141039,White,Other White,213
E06000009,892,141039,Other ethnic group,NA,214
E06000009,216,141039,Other ethnic group,Arab,215
E06000009,676,141039,Other ethnic group,Any other ethnic group,216
E06000010,7515,267013,"Asian, Asian British or Asian Welsh",NA,217
E06000010,1279,267013,"Asian, Asian British or Asian Welsh",Bangladeshi,218
E06000010,1234,267013,"Asian, Asian British or Asian Welsh",Chinese,219
E06000010,1259,267013,"Asian, Asian British or Asian Welsh",Indian,220
E06000010,1292,267013,"Asian, Asian British or Asian Welsh",Pakistani,221
E06000010,2451,267013,"Asian, Asian British or Asian Welsh",Other Asian,222
E06000010,5065,267013,"Black, Black British, Black Welsh, Caribbean or African",NA,223
E06000010,4292,267013,"Black, Black British, Black Welsh, Caribbean or African",African,224
E06000010,232,267013,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,225
E06000010,541,267013,"Black, Black British, Black Welsh, Caribbean or African",Other Black,226
E06000010,4513,267013,Mixed or Multiple ethnic groups,NA,227
E06000010,1172,267013,Mixed or Multiple ethnic groups,White and Asian,228
E06000010,1144,267013,Mixed or Multiple ethnic groups,White and Black African,229
E06000010,948,267013,Mixed or Multiple ethnic groups,White and Black Caribbean,230
E06000010,1249,267013,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,231
E06000010,244989,267013,White,NA,232
E06000010,223962,267013,White,"English, Welsh, Scottish, Northern Irish or British",233
E06000010,455,267013,White,Irish,234
E06000010,451,267013,White,Gypsy or Irish Traveller,235
E06000010,286,267013,White,Roma,236
E06000010,19835,267013,White,Other White,237
E06000010,4931,267013,Other ethnic group,NA,238
E06000010,1443,267013,Other ethnic group,Arab,239
E06000010,3488,267013,Other ethnic group,Any other ethnic group,240
E06000011,3686,342215,"Asian, Asian British or Asian Welsh",NA,241
E06000011,129,342215,"Asian, Asian British or Asian Welsh",Bangladeshi,242
E06000011,766,342215,"Asian, Asian British or Asian Welsh",Chinese,243
E06000011,1210,342215,"Asian, Asian British or Asian Welsh",Indian,244
E06000011,528,342215,"Asian, Asian British or Asian Welsh",Pakistani,245
E06000011,1053,342215,"Asian, Asian British or Asian Welsh",Other Asian,246
E06000011,894,342215,"Black, Black British, Black Welsh, Caribbean or African",NA,247
E06000011,617,342215,"Black, Black British, Black Welsh, Caribbean or African",African,248
E06000011,173,342215,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,249
E06000011,104,342215,"Black, Black British, Black Welsh, Caribbean or African",Other Black,250
E06000011,3197,342215,Mixed or Multiple ethnic groups,NA,251
E06000011,1092,342215,Mixed or Multiple ethnic groups,White and Asian,252
E06000011,547,342215,Mixed or Multiple ethnic groups,White and Black African,253
E06000011,707,342215,Mixed or Multiple ethnic groups,White and Black Caribbean,254
E06000011,851,342215,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,255
E06000011,333162,342215,White,NA,256
E06000011,323838,342215,White,"English, Welsh, Scottish, Northern Irish or British",257
E06000011,1063,342215,White,Irish,258
E06000011,324,342215,White,Gypsy or Irish Traveller,259
E06000011,118,342215,White,Roma,260
E06000011,7819,342215,White,Other White,261
E06000011,1276,342215,Other ethnic group,NA,262
E06000011,368,342215,Other ethnic group,Arab,263
E06000011,908,342215,Other ethnic group,Any other ethnic group,264
E06000012,2437,156967,"Asian, Asian British or Asian Welsh",NA,265
E06000012,318,156967,"Asian, Asian British or Asian Welsh",Bangladeshi,266
E06000012,438,156967,"Asian, Asian British or Asian Welsh",Chinese,267
E06000012,543,156967,"Asian, Asian British or Asian Welsh",Indian,268
E06000012,336,156967,"Asian, Asian British or Asian Welsh",Pakistani,269
E06000012,802,156967,"Asian, Asian British or Asian Welsh",Other Asian,270
E06000012,846,156967,"Black, Black British, Black Welsh, Caribbean or African",NA,271
E06000012,644,156967,"Black, Black British, Black Welsh, Caribbean or African",African,272
E06000012,98,156967,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,273
E06000012,104,156967,"Black, Black British, Black Welsh, Caribbean or African",Other Black,274
E06000012,1617,156967,Mixed or Multiple ethnic groups,NA,275
E06000012,502,156967,Mixed or Multiple ethnic groups,White and Asian,276
E06000012,306,156967,Mixed or Multiple ethnic groups,White and Black African,277
E06000012,377,156967,Mixed or Multiple ethnic groups,White and Black Caribbean,278
E06000012,432,156967,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,279
E06000012,151030,156967,White,NA,280
E06000012,145362,156967,White,"English, Welsh, Scottish, Northern Irish or British",281
E06000012,320,156967,White,Irish,282
E06000012,65,156967,White,Gypsy or Irish Traveller,283
E06000012,127,156967,White,Roma,284
E06000012,5156,156967,White,Other White,285
E06000012,1037,156967,Other ethnic group,NA,286
E06000012,366,156967,Other ethnic group,Arab,287
E06000012,671,156967,Other ethnic group,Any other ethnic group,288
E06000013,5622,169684,"Asian, Asian British or Asian Welsh",NA,289
E06000013,1840,169684,"Asian, Asian British or Asian Welsh",Bangladeshi,290
E06000013,451,169684,"Asian, Asian British or Asian Welsh",Chinese,291
E06000013,1126,169684,"Asian, Asian British or Asian Welsh",Indian,292
E06000013,1013,169684,"Asian, Asian British or Asian Welsh",Pakistani,293
E06000013,1192,169684,"Asian, Asian British or Asian Welsh",Other Asian,294
E06000013,818,169684,"Black, Black British, Black Welsh, Caribbean or African",NA,295
E06000013,663,169684,"Black, Black British, Black Welsh, Caribbean or African",African,296
E06000013,85,169684,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,297
E06000013,70,169684,"Black, Black British, Black Welsh, Caribbean or African",Other Black,298
E06000013,1820,169684,Mixed or Multiple ethnic groups,NA,299
E06000013,717,169684,Mixed or Multiple ethnic groups,White and Asian,300
E06000013,289,169684,Mixed or Multiple ethnic groups,White and Black African,301
E06000013,356,169684,Mixed or Multiple ethnic groups,White and Black Caribbean,302
E06000013,458,169684,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,303
E06000013,160052,169684,White,NA,304
E06000013,150554,169684,White,"English, Welsh, Scottish, Northern Irish or British",305
E06000013,556,169684,White,Irish,306
E06000013,168,169684,White,Gypsy or Irish Traveller,307
E06000013,226,169684,White,Roma,308
E06000013,8548,169684,White,Other White,309
E06000013,1372,169684,Other ethnic group,NA,310
E06000013,224,169684,Other ethnic group,Arab,311
E06000013,1148,169684,Other ethnic group,Any other ethnic group,312
E06000014,7634,202821,"Asian, Asian British or Asian Welsh",NA,313
E06000014,413,202821,"Asian, Asian British or Asian Welsh",Bangladeshi,314
E06000014,2889,202821,"Asian, Asian British or Asian Welsh",Chinese,315
E06000014,1853,202821,"Asian, Asian British or Asian Welsh",Indian,316
E06000014,545,202821,"Asian, Asian British or Asian Welsh",Pakistani,317
E06000014,1934,202821,"Asian, Asian British or Asian Welsh",Other Asian,318
E06000014,1325,202821,"Black, Black British, Black Welsh, Caribbean or African",NA,319
E06000014,978,202821,"Black, Black British, Black Welsh, Caribbean or African",African,320
E06000014,208,202821,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,321
E06000014,139,202821,"Black, Black British, Black Welsh, Caribbean or African",Other Black,322
E06000014,3741,202821,Mixed or Multiple ethnic groups,NA,323
E06000014,1579,202821,Mixed or Multiple ethnic groups,White and Asian,324
E06000014,494,202821,Mixed or Multiple ethnic groups,White and Black African,325
E06000014,631,202821,Mixed or Multiple ethnic groups,White and Black Caribbean,326
E06000014,1037,202821,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,327
E06000014,188167,202821,White,NA,328
E06000014,176963,202821,White,"English, Welsh, Scottish, Northern Irish or British",329
E06000014,1317,202821,White,Irish,330
E06000014,368,202821,White,Gypsy or Irish Traveller,331
E06000014,222,202821,White,Roma,332
E06000014,9297,202821,White,Other White,333
E06000014,1954,202821,Other ethnic group,NA,334
E06000014,623,202821,Other ethnic group,Arab,335
E06000014,1331,202821,Other ethnic group,Any other ethnic group,336
E06000015,40901,261364,"Asian, Asian British or Asian Welsh",NA,337
E06000015,827,261364,"Asian, Asian British or Asian Welsh",Bangladeshi,338
E06000015,1416,261364,"Asian, Asian British or Asian Welsh",Chinese,339
E06000015,12631,261364,"Asian, Asian British or Asian Welsh",Indian,340
E06000015,21034,261364,"Asian, Asian British or Asian Welsh",Pakistani,341
E06000015,4993,261364,"Asian, Asian British or Asian Welsh",Other Asian,342
E06000015,10482,261364,"Black, Black British, Black Welsh, Caribbean or African",NA,343
E06000015,6110,261364,"Black, Black British, Black Welsh, Caribbean or African",African,344
E06000015,3056,261364,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,345
E06000015,1316,261364,"Black, Black British, Black Welsh, Caribbean or African",Other Black,346
E06000015,9562,261364,Mixed or Multiple ethnic groups,NA,347
E06000015,2412,261364,Mixed or Multiple ethnic groups,White and Asian,348
E06000015,924,261364,Mixed or Multiple ethnic groups,White and Black African,349
E06000015,4178,261364,Mixed or Multiple ethnic groups,White and Black Caribbean,350
E06000015,2048,261364,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,351
E06000015,192871,261364,White,NA,352
E06000015,173077,261364,White,"English, Welsh, Scottish, Northern Irish or British",353
E06000015,1982,261364,White,Irish,354
E06000015,408,261364,White,Gypsy or Irish Traveller,355
E06000015,1163,261364,White,Roma,356
E06000015,16241,261364,White,Other White,357
E06000015,7548,261364,Other ethnic group,NA,358
E06000015,1032,261364,Other ethnic group,Arab,359
E06000015,6516,261364,Other ethnic group,Any other ethnic group,360
E06000016,159977,368571,"Asian, Asian British or Asian Welsh",NA,361
E06000016,7055,368571,"Asian, Asian British or Asian Welsh",Bangladeshi,362
E06000016,2481,368571,"Asian, Asian British or Asian Welsh",Chinese,363
E06000016,126421,368571,"Asian, Asian British or Asian Welsh",Indian,364
E06000016,12673,368571,"Asian, Asian British or Asian Welsh",Pakistani,365
E06000016,11347,368571,"Asian, Asian British or Asian Welsh",Other Asian,366
E06000016,28766,368571,"Black, Black British, Black Welsh, Caribbean or African",NA,367
E06000016,21536,368571,"Black, Black British, Black Welsh, Caribbean or African",African,368
E06000016,4466,368571,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,369
E06000016,2764,368571,"Black, Black British, Black Welsh, Caribbean or African",Other Black,370
E06000016,13899,368571,Mixed or Multiple ethnic groups,NA,371
E06000016,3659,368571,Mixed or Multiple ethnic groups,White and Asian,372
E06000016,1776,368571,Mixed or Multiple ethnic groups,White and Black African,373
E06000016,5025,368571,Mixed or Multiple ethnic groups,White and Black Caribbean,374
E06000016,3439,368571,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,375
E06000016,150657,368571,White,NA,376
E06000016,122395,368571,White,"English, Welsh, Scottish, Northern Irish or British",377
E06000016,1789,368571,White,Irish,378
E06000016,457,368571,White,Gypsy or Irish Traveller,379
E06000016,839,368571,White,Roma,380
E06000016,25177,368571,White,Other White,381
E06000016,15272,368571,Other ethnic group,NA,382
E06000016,3402,368571,Other ethnic group,Arab,383
E06000016,11870,368571,Other ethnic group,Any other ethnic group,384
E06000017,634,41050,"Asian, Asian British or Asian Welsh",NA,385
E06000017,19,41050,"Asian, Asian British or Asian Welsh",Bangladeshi,386
E06000017,149,41050,"Asian, Asian British or Asian Welsh",Chinese,387
E06000017,236,41050,"Asian, Asian British or Asian Welsh",Indian,388
E06000017,60,41050,"Asian, Asian British or Asian Welsh",Pakistani,389
E06000017,170,41050,"Asian, Asian British or Asian Welsh",Other Asian,390
E06000017,552,41050,"Black, Black British, Black Welsh, Caribbean or African",NA,391
E06000017,251,41050,"Black, Black British, Black Welsh, Caribbean or African",African,392
E06000017,213,41050,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,393
E06000017,88,41050,"Black, Black British, Black Welsh, Caribbean or African",Other Black,394
E06000017,744,41050,Mixed or Multiple ethnic groups,NA,395
E06000017,249,41050,Mixed or Multiple ethnic groups,White and Asian,396
E06000017,93,41050,Mixed or Multiple ethnic groups,White and Black African,397
E06000017,236,41050,Mixed or Multiple ethnic groups,White and Black Caribbean,398
E06000017,166,41050,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,399
E06000017,38909,41050,White,NA,400
E06000017,37372,41050,White,"English, Welsh, Scottish, Northern Irish or British",401
E06000017,265,41050,White,Irish,402
E06000017,86,41050,White,Gypsy or Irish Traveller,403
E06000017,18,41050,White,Roma,404
E06000017,1168,41050,White,Other White,405
E06000017,211,41050,Other ethnic group,NA,406
E06000017,13,41050,Other ethnic group,Arab,407
E06000017,198,41050,Other ethnic group,Any other ethnic group,408
E06000018,48217,323635,"Asian, Asian British or Asian Welsh",NA,409
E06000018,2223,323635,"Asian, Asian British or Asian Welsh",Bangladeshi,410
E06000018,4263,323635,"Asian, Asian British or Asian Welsh",Chinese,411
E06000018,11515,323635,"Asian, Asian British or Asian Welsh",Indian,412
E06000018,21684,323635,"Asian, Asian British or Asian Welsh",Pakistani,413
E06000018,8532,323635,"Asian, Asian British or Asian Welsh",Other Asian,414
E06000018,32215,323635,"Black, Black British, Black Welsh, Caribbean or African",NA,415
E06000018,18740,323635,"Black, Black British, Black Welsh, Caribbean or African",African,416
E06000018,9339,323635,"Black, Black British, Black Welsh, Caribbean or African",Caribbean,417
E06000018,4136,323635,"Black, Black British, Black Welsh, Caribbean or African",Other Black,418
E06000018,19063,323635,Mixed or Multiple ethnic groups,NA,419
E06000018,3363,323635,Mixed or Multiple ethnic groups,White and Asian,420
E06000018,2129,323635,Mixed or Multiple ethnic groups,White and Black African,421
E06000018,10129,323635,Mixed or Multiple ethnic groups,White and Black Caribbean,422
E06000018,3442,323635,Mixed or Multiple ethnic groups,Other Mixed or Multiple ethnic groups,423
E06000018,213430,323635,White,NA,424
E06000018,185580,323635,White,"English, Welsh, Scottish, Northern Irish or British",425
E06000018,2360,323635,White,Irish,426
E06000018,269,323635,White,Gypsy or Irish Traveller,427
E06000018,1130,323635,White,Roma,428
E06000018,24091,323635,White,Other White,429
E06000018,10710,323635,Other ethnic group,NA,430
E06000018,3673,323635,Other ethnic group,Arab,431
E06000018,7037,323635,Other ethnic group,Any other ethnic group,432
E06000019,2218,187032,"Asian, Asian British or Asian Welsh",NA,433
